name,description,target_amount,minbudget,maxbudget,datedebut,datefin,progress,status,objectivetype,isStatic,completed
Read.,"Spring left clearly across its dark network.
Think service step little drive beat. Meeting first effort consumer democratic.",36399,18199,54598,2024-07-15,2024-11-21,29.127416245989103,Failed,REVENUE_GROWTH,True,0
Community dog seven.,Dream hospital factor answer soon whose tree. Near them window thing defense view. Member almost since through rest ok national.,52240,26120,78360,2024-07-22,2024-11-07,51.21204523668741,Failed,REVENUE_GROWTH,False,0
Lawyer himself relationship.,Once process trial school out. Join century catch more standard scientist. Black color purpose tell identify.,89702,44851,134553,2023-10-04,2026-04-03,54.427958109189454,InProgress,PROFIT_MARGIN,False,0
Wrong they dream.,"Research floor PM another. Industry dog quality fill draw. Summer specific billion great represent.
Night security specific fund this game throughout. Moment if nature increase.",19199,9599,28798,2025-01-06,2025-05-12,39.91119474833038,Completed,PROFIT_MARGIN,True,0
Play scene station.,Show day range. Travel opportunity theory network music bad. Tonight magazine away ground brother scientist state question.,89834,44917,134751,2025-03-09,2025-08-21,28.764702845471735,Failed,CASH_FLOW,False,0
Door idea as.,Four card finally choose find. Color course in among local. Result understand there rest tax region such feeling. Matter determine budget accept.,57364,28682,86046,2023-09-12,2023-10-04,65.62174416995585,Completed,PROFIT_MARGIN,True,0
Safe far either.,Total white analysis herself near example do. Seat blood great federal actually. Various professional affect wish some black.,76472,38236,114708,2023-08-31,2024-10-07,66.03772793527864,InProgress,REVENUE_GROWTH,False,0
Yet building southern.,"Perform spend through whether group cup real certainly.
Option wind debate forward. Feeling foot himself coach move huge different.",85181,42590,127771,2024-06-05,2025-08-10,70.49634000815443,Completed,PROFIT_MARGIN,False,0
Blood keep thousand.,"Analysis spend share wait man send need.
Majority away go to. High able situation smile should determine. Reach anyone whether must but suggest.",36728,18364,55092,2024-03-01,2024-09-05,29.43306324493754,Failed,EXPENSE_CONTROL,False,0
Feel modern.,"Leave to ago exist property choose activity threat. Congress style great. What yeah bag past away rise.
Listen prepare summer season since anything onto. Citizen experience personal old begin threat.",9084,4542,13626,2024-03-12,2024-07-24,31.256451921643645,InProgress,CASH_FLOW,False,0
Meet rich.,"Country capital reach involve turn. Billion hard two half.
Against music short around my either away. Page our college energy. Understand government there debate almost.",46611,23305,69916,2023-11-24,2025-06-22,93.19230170290011,Failed,REVENUE_GROWTH,True,1
Husband woman part follow.,"Bed possible sea early upon painting million record. Course condition capital look arm finish.
Improve sense performance heart. Party involve out describe. Join Democrat nearly own idea.",7141,3570,10711,2024-12-21,2024-12-24,42.719419135655556,Completed,TAX_OPTIMIZATION,False,0
Machine professional expect.,Onto past point age when. Point short discover food. According term student understand media account.,92850,46425,139275,2024-12-10,2026-03-17,71.08810080794464,Completed,EXPENSE_CONTROL,False,1
These where white.,"Impact cause figure side. Staff whether spend walk case common. Game instead popular article become present.
Free easy personal film address. Analysis city view trouble. Fine those a drug travel.",4208,2104,6312,2023-10-14,2025-08-06,94.55947924417771,Completed,INVESTMENT,False,1
Leave who.,"Former degree new indeed. International who together beautiful event many. Government suggest require box.
Ahead explain save technology. Born window camera lot. Building with least television.",73427,36713,110140,2023-09-21,2026-03-25,56.23894620180362,Failed,COST_REDUCTION,True,1
Green writer.,Yard win American player. Listen personal color news. Relationship government here test say career.,68156,34078,102234,2024-10-09,2024-12-22,96.7796196766741,Failed,EXPENSE_CONTROL,True,1
Group learn.,View star garden treat of level high service. Rate several player get standard stage. Eye success discussion send than. Collection now subject full day indicate by future.,67276,33638,100914,2024-05-26,2025-01-31,71.11548394052434,InProgress,DEBT_MANAGEMENT,False,0
Want democratic.,"Still voice college wind. Top certain interest. Way question good evidence little join easy.
Forget chance process quality once determine either nature.",84097,42048,126145,2023-10-22,2024-10-28,52.9287110375648,Failed,BUDGET,True,1
Talk follow.,Draw better that plant claim toward. Democrat as role then large town. Message despite player choose series ability. View successful debate government.,19282,9641,28923,2024-11-19,2025-11-20,79.37782930622413,InProgress,COST_REDUCTION,False,1
Through popular.,"Health girl again sign. Minute school without road organization. Son so president reach subject.
Democrat here impact light beat. Well region parent single protect lay. Method very tough couple.",94693,47346,142039,2024-09-13,2026-04-07,19.537747682121587,Failed,BUDGET,False,0
Building send.,Without beautiful meeting daughter seek born. Guess individual job until film carry money. Fact seven community.,16764,8382,25146,2024-03-26,2025-05-31,65.0046848671901,Failed,INVESTMENT,False,0
Case we final war.,"Guy year role. Box radio your start.
Carry yeah reason drug. Him spend space bar reach instead. Strategy anything president heavy friend sister.
Stay play some reduce. Suddenly although answer green.",19404,9702,29106,2024-09-16,2025-04-01,51.20862579137646,InProgress,EXPENSE_CONTROL,True,0
Expect can line.,"One area scene remember decision two strategy. Think stage fire wide media fast energy anyone.
Him only institution care far area I. Actually position and dinner. So sea share.",27652,13826,41478,2023-05-21,2023-09-05,93.2529516640027,InProgress,BUDGET,True,1
Word political.,"Throw perform cultural seven letter above sound indeed.
Activity election find threat clear generation way study. Past maybe quality very coach benefit. Either ahead different green.",11519,5759,17278,2025-01-25,2026-01-13,91.46061851220577,Completed,BUDGET,True,1
Professional own.,"Where pass size anything professor determine. Animal future open yard different finally current. Check east dinner answer now spring.
Hear information not. Front whether gas until go.",56934,28467,85401,2023-09-19,2025-11-20,19.36554331958623,InProgress,TAX_OPTIMIZATION,True,0
Business finish.,"Investment among threat realize place garden girl.
Yard election anything. Son short teacher I back out deal they. Amount need imagine. Blood free rule today land.
But social pick suddenly brother.",83933,41966,125899,2024-09-12,2026-02-04,3.5581097068890233,Failed,REVENUE_GROWTH,True,0
Pull across follow animal.,"Last friend everybody anything much way arm economy. Admit could boy this computer we. Market movement discussion site.
Study great or they expect well. Consider image series try week available.",1435,717,2152,2024-10-06,2025-12-09,66.07111403200058,Failed,REVENUE_GROWTH,True,1
Candidate arrive east.,Science guess election drop wall record from modern. Cut citizen memory international middle sense. Owner again report analysis.,5899,2949,8848,2023-09-17,2025-05-16,78.19955210801342,InProgress,REVENUE_GROWTH,True,0
The live.,Fire nothing year interview keep religious up. Her training issue collection country. Speech catch age style these cold bed. Production try bring.,86685,43342,130027,2024-05-31,2026-03-23,69.83343829562875,Completed,TAX_OPTIMIZATION,True,0
Although federal.,Citizen adult often interesting surface. Power close choice player people rule. Within memory edge race stage understand. Could bank strong son behind huge culture.,65990,32995,98985,2023-08-21,2024-02-12,34.51073853129155,InProgress,BUDGET,False,0
Town exist.,"Two control dinner level. Likely get amount rather window.
If industry sign. Easy statement east second.
Grow bill shake newspaper down method group and. Listen suddenly popular cell design.",57286,28643,85929,2024-12-23,2025-02-11,58.08866764949201,Failed,EXPENSE_CONTROL,False,0
Wait TV strong.,Much near minute lose sure others between. Whose many simple card. Later action accept interview weight.,67522,33761,101283,2023-08-01,2024-02-26,12.75783339044062,Failed,BUDGET,False,0
Seem million follow.,Game green learn put talk. Through owner up. Production describe discover what line accept behavior.,25060,12530,37590,2024-01-14,2024-04-25,91.57135086749709,Completed,INVESTMENT,False,1
Leave positive.,Ready wonder into color social forward bad. Agree upon message share look form experience. Article list for marriage coach face.,1125,562,1687,2024-11-02,2026-01-24,38.972655051546944,Completed,COST_REDUCTION,True,0
Me maintain general.,"Where away life assume state force cell. Dark benefit truth language school seat decision.
Window political keep type. Score half look.",13396,6698,20094,2024-11-23,2026-03-14,32.567089371233536,Failed,REVENUE_GROWTH,False,0
Or level small.,"Manager real but end score society stage figure. Consider once may race.
Tend here arm third listen eight.
Poor them leave Mr personal step walk thank. Customer recently man any.",14091,7045,21136,2023-09-20,2024-06-27,65.99530783547355,InProgress,TAX_OPTIMIZATION,True,1
New side anything.,"Push write ability. Tree he change bring point.
Leave enjoy hot. Myself administration difficult start not put can. Easy want beautiful catch. Door economy total.",95158,47579,142737,2024-08-27,2024-09-01,13.09401261298384,Failed,COST_REDUCTION,False,0
Other during.,"Name could his baby exist yes. Raise law early major beat like produce. Hand certainly risk be.
Purpose half room approach away society. Audience remain sit decade.",66444,33222,99666,2024-02-23,2026-03-10,40.77620410820663,InProgress,EXPENSE_CONTROL,False,0
Loss animal American.,"Public note as pattern seem. Join beautiful every show able.
Ready class partner from of bit could. Significant film present religious care. Occur cultural run particularly.",67268,33634,100902,2024-12-25,2025-08-29,63.79200756757584,Failed,INVESTMENT,False,1
Picture wear finish.,"Listen radio onto teacher number modern same. Course building next avoid total happen.
Day debate find. Whether machine daughter find candidate chair.",37514,18757,56271,2023-07-17,2025-01-15,29.05493482802489,Failed,COST_REDUCTION,True,0
Why dinner manager draw.,"Remember situation memory beat through here change. College agree speech establish become both similar.
Yeah listen manage least pass. Middle term happy writer term who buy.",86629,43314,129943,2023-08-25,2025-03-09,77.51563274608021,Failed,PROFIT_MARGIN,False,0
Stand performance.,"Thank down soldier brother safe. Mrs place artist describe. Close charge answer century your per.
Large everyone prove simply.
Rate method while return.",57970,28985,86955,2024-12-08,2026-03-11,6.571790317497173,InProgress,BUDGET,False,0
Pm other though.,"Market seek often hit lot. Throughout particularly wind field level term.
Current product prevent pull both. Quality management coach behind. Loss everybody conference poor hear life.",79788,39894,119682,2024-01-08,2026-03-07,96.56435752426628,InProgress,BUDGET,True,1
Lead.,"Staff be base military.
Environmental her church apply all to everything knowledge. The take safe common. Above central analysis you.",39348,19674,59022,2023-11-21,2024-03-13,4.972189364626345,InProgress,INVESTMENT,True,0
Open age measure.,Hold step major quite and wait one. Enter contain student travel none stop born. Between compare production official.,50531,25265,75796,2023-06-03,2024-02-03,29.48534879218331,Completed,PROFIT_MARGIN,False,0
Talk night environment.,"Two dream attention without. Bring around stage entire despite poor wide.
Prevent success author three my top west father. Green visit wind bed dog wear wife hundred.",75716,37858,113574,2025-04-19,2026-02-05,27.766287427787606,Failed,DEBT_MANAGEMENT,True,0
Class political shoulder.,Wear inside number PM form. Personal skill important skill audience. Power decision speech lawyer call then hit.,7596,3798,11394,2024-07-02,2024-09-21,59.41038855553569,Completed,PROFIT_MARGIN,True,0
More tonight.,"Notice morning without. Civil relate sign program media.
Law wonder interest within spend thank fear large. West executive bed water act. However would past cost green mother.",46762,23381,70143,2023-04-29,2025-04-16,2.244786698929635,Failed,EXPENSE_CONTROL,True,0
True expect billion.,Space piece want build check difficult each bill. Central street job style onto describe real. People from particular common father dog. Some control sing any worker.,77844,38922,116766,2025-01-27,2026-03-21,17.670732183992687,Failed,BUDGET,False,0
Season receive.,"Be possible answer information process. Seat light arrive back live.
Special its officer east major letter. Film glass message use environmental several.",34829,17414,52243,2024-04-17,2024-10-29,7.284913669253612,Completed,REVENUE_GROWTH,False,0
Significant well deal.,Pull parent how test collection clear. Even size these car away current condition forget. Number discuss can property agreement number.,92506,46253,138759,2023-11-05,2024-08-21,78.98760549975589,Completed,PROFIT_MARGIN,True,0
Wind decide.,"A wife position impact line democratic drive. Participant decide pattern catch.
Together heavy somebody begin moment someone.
Cell run star. Region dinner material present decision TV remember.",63685,31842,95527,2023-11-10,2026-03-02,11.855157348577016,InProgress,BUDGET,False,0
You nothing nature.,Traditional understand seem this including hope wind. Avoid drug open. History center change citizen.,34276,17138,51414,2025-03-01,2025-08-29,55.93289734860832,Completed,CASH_FLOW,True,0
Four hair.,"Two among population network. Democratic clearly leave want.
Sea now may more evidence radio. Throughout wall describe party cost brother.",14708,7354,22062,2023-12-21,2025-04-12,30.54884232836309,Completed,INVESTMENT,False,0
Pay son still expert.,Article list sing three floor approach person. Friend white sense personal wall.,83773,41886,125659,2023-07-22,2024-04-02,70.20104559987446,InProgress,REVENUE_GROWTH,True,0
Event event.,"Crime point force improve culture. Partner happy range possible.
Sound money whom writer investment live rather. Wait trial throw today.",42110,21055,63165,2024-08-02,2025-08-28,53.368568854369435,InProgress,REVENUE_GROWTH,True,0
Win.,Street style thank seem drive play indicate. Natural nation value kid politics rich build far. Land war both thousand successful hair opportunity.,72626,36313,108939,2023-10-10,2024-04-03,30.853588613063955,InProgress,CASH_FLOW,True,0
Short city cause local.,"Accept race company short. Without true style big.
Tell home decision alone fish. Defense election open.",14625,7312,21937,2023-11-22,2025-04-21,5.336128109074211,Completed,DEBT_MANAGEMENT,False,0
Group TV type.,"Performance glass staff lead return soon. We attention base.
Final us small good just. Happy media upon seven. Authority establish record design well of. Police call fish read compare traditional.",37283,18641,55924,2024-05-29,2025-02-22,93.61699111135778,Failed,TAX_OPTIMIZATION,True,1
That girl must.,"Bar traditional can despite whose situation collection within. Those subject maybe technology. True follow security suggest out song force.
Program may ago. Budget response smile conference.",19085,9542,28627,2024-02-08,2025-10-15,13.796929936490487,Completed,DEBT_MANAGEMENT,True,0
Possible big list.,"Economic example discover which more start along. Design size including fall both between.
Where decade sometimes individual. Level bank yeah try project book only. Consider loss about what.",90545,45272,135817,2024-05-20,2026-01-29,15.517637516022686,Completed,DEBT_MANAGEMENT,False,0
Everything perhaps.,"Attorney company walk according plant we story. Interview leg minute explain central play.
Real option suddenly pay artist. Wind yourself quality become on actually. Pull leave mission as.",44057,22028,66085,2024-10-10,2024-12-30,45.222471999048366,Failed,PROFIT_MARGIN,True,0
Keep house.,"Sense cover political. Yard attorney these real.
Else main action try performance its defense. Put name rock purpose soon. Space evening somebody kitchen woman could.",54706,27353,82059,2024-02-13,2025-02-13,40.19863014807329,InProgress,EXPENSE_CONTROL,True,0
Pressure style.,"Speech interest fly health. Leave like kitchen son us animal above.
Follow radio sound. Opportunity decade entire.
Include teach over list.
Democratic old term begin.",82444,41222,123666,2024-03-26,2026-02-13,91.40017481940531,Completed,BUDGET,False,1
Authority national.,"Mission nor eight. Cold machine decade would stop both.
Deep particularly either draw commercial measure stand. Score sure unit note lead traditional. Enter big yard since in computer fast.",59689,29844,89533,2024-02-11,2025-12-04,84.95842856610396,Failed,EXPENSE_CONTROL,True,0
Through federal.,Story difference service feel key reason writer. Modern opportunity sea serve per.,46172,23086,69258,2024-11-25,2025-02-11,18.655272634808885,InProgress,CASH_FLOW,True,0
Purpose good you.,"Animal when voice better. Difference on age society serious up man. Church dog door.
Through knowledge much. Hope subject although cell.",19345,9672,29017,2025-04-19,2026-01-19,62.98498471357753,Completed,INVESTMENT,True,0
Finally record.,"Outside employee live crime. Sell yourself onto culture author clearly.
You particularly bar. Similar sound Republican development.",16221,8110,24331,2024-11-04,2026-04-13,39.138275620690536,InProgress,DEBT_MANAGEMENT,True,0
Institution treatment.,"Though more player like. Book action true to reveal those. Expect goal attack late serious stay pressure.
Phone commercial miss garden conference. Dream series week. We behavior scene tend.",31883,15941,47824,2025-01-02,2026-01-03,18.441688305935678,Failed,INVESTMENT,False,0
Whose star.,Think professor teacher six our. Tv series themselves present risk mother reduce.,21274,10637,31911,2023-09-25,2026-03-17,79.73855030926465,Failed,BUDGET,True,1
Color usually choice simple.,Street activity partner at resource. Blue interest entire instead guy identify cup. Piece but modern daughter financial.,65504,32752,98256,2023-06-17,2024-10-08,85.64585632835477,Failed,INVESTMENT,False,1
Scene international that.,Lot attention military Democrat pressure true sense. Million indeed range. Catch under now dream represent environment young movie.,54834,27417,82251,2024-10-13,2025-03-16,29.768932834365458,Failed,COST_REDUCTION,True,0
Run unit per.,Call article production door possible. Story so whether old form option military.,16681,8340,25021,2023-10-27,2024-02-18,8.430643985014196,Failed,COST_REDUCTION,False,0
Agree option she.,Build PM administration think above enter another. Listen woman spend often research likely usually visit. Nearly stay picture this until think.,77743,38871,116614,2023-07-22,2025-10-09,79.9247693074452,Failed,DEBT_MANAGEMENT,False,0
However involve.,"Off anyone bed food. Strong score six leader stage human.
Throw key author career unit. Meet series industry enjoy east. Leg social owner.",45202,22601,67803,2023-09-02,2023-09-03,38.09447771015948,Failed,PROFIT_MARGIN,True,0
Lawyer perhaps.,"Add price peace Mrs fall much fly. Pull important effort century. Use market me black beyond city.
Into might role also. Focus consumer rate but.",47516,23758,71274,2023-09-19,2025-04-26,97.40520455317522,InProgress,BUDGET,True,1
Nor open week.,Nice hair south quality hard anything despite garden. Try quickly opportunity along camera expert turn.,43809,21904,65713,2024-02-29,2024-11-19,95.34857882270899,Failed,COST_REDUCTION,False,1
Near ago.,"Subject role owner bring four. Paper child which record certainly loss. Guess arrive meeting help every else.
For cell too class. Top them scene sister save campaign social expect.",46711,23355,70066,2024-02-03,2024-09-02,32.6753983023492,Completed,TAX_OPTIMIZATION,False,0
Truth matter market.,Decade degree begin experience style cup. Standard wear throughout local land late. Thank themselves southern high rise seem future. Range trial force shoulder sign onto.,31285,15642,46927,2025-03-19,2026-03-17,13.317542131884785,InProgress,EXPENSE_CONTROL,False,0
Wonder to actually.,Art boy age red cover television rock. Field practice treatment particular step floor. Role degree cell home message.,97545,48772,146317,2024-10-05,2025-09-10,19.05769246479626,Completed,BUDGET,True,0
Now lot.,Key they cultural general response indeed travel task. Interesting speech seem agent of sport. Section Democrat physical however pressure leader reality.,50359,25179,75538,2024-12-01,2025-02-26,38.91070623118363,InProgress,DEBT_MANAGEMENT,True,0
Political.,"Buy include movie every. Near health movement quickly return.
Case effort argue let job black. Top receive artist author common outside. Play prepare approach pass.",72283,36141,108424,2023-08-05,2024-09-08,77.88635010656274,InProgress,INVESTMENT,False,1
Large speak job.,"Carry budget yourself want particular. Argue hard country just lay state.
Above town open school manage natural. Work career course information maintain cultural heavy.",64779,32389,97168,2024-04-03,2024-07-03,72.91588036118583,Failed,CASH_FLOW,True,0
Method authority.,"Her create need. Well begin me rise food trouble middle.
Long reveal plan really. Bed list employee week. Eat everyone also.",29746,14873,44619,2023-11-10,2025-08-11,0.5901993892361901,Completed,CASH_FLOW,True,0
Best key.,Simple policy population smile. Early father policy ball meet its. Candidate paper tree movement thousand quite concern.,60537,30268,90805,2024-04-03,2025-01-13,53.40326943794691,Failed,COST_REDUCTION,True,0
Democrat tough third.,"Positive material process bill class poor know. Speak so news vote we travel.
Very design change. Why final nature involve road determine.",35508,17754,53262,2023-09-11,2025-08-08,25.794589192779537,InProgress,PROFIT_MARGIN,True,0
Eight.,"Collection maintain medical on decade imagine. Present join training apply worry actually.
Speech exist force agent. Contain nation debate. Camera only tree themselves scientist part.",99046,49523,148569,2024-05-21,2026-01-23,66.08702939563521,Failed,CASH_FLOW,True,1
Easy key.,Western establish create possible behind prepare. Feeling special trial offer wonder. Recently her shoulder fish.,86537,43268,129805,2024-03-14,2024-04-30,30.175657315157846,Completed,REVENUE_GROWTH,True,0
Provide look expect.,Nature practice lose prepare baby land. Bar movement building perform. Idea success laugh.,50110,25055,75165,2024-04-03,2024-12-10,6.145791627769459,InProgress,BUDGET,True,0
Network plant.,Address idea western ask new worker from onto. Simply mission yes close growth throw responsibility. Might way friend any now. Apply religious not million write.,55470,27735,83205,2024-11-30,2025-08-18,44.20449218313599,InProgress,REVENUE_GROWTH,True,0
Opportunity travel.,"Result most prevent threat growth. Especially some matter store professor yes test. Result something alone after money myself relate.
Million article deal moment. Key what space.",22378,11189,33567,2025-02-01,2025-03-29,0.976009361018304,InProgress,BUDGET,True,0
Effect place.,"Hard with hair case. Key open and fly.
Choose evening investment sport. Weight right consider. Happy policy light likely yeah level.
Bed hour head win kind offer. Somebody site behavior much deal.",26670,13335,40005,2024-08-08,2025-04-15,83.03645522674505,InProgress,BUDGET,True,0
Together white give.,"Address image else even tax capital cup.
Person after good trouble avoid author. Huge alone western yes deal. Trip event result drive either.",44153,22076,66229,2023-11-25,2026-03-09,95.51908002580389,Completed,BUDGET,False,1
Establish.,"Democrat year contain remember difficult manage bank. Ten PM hard find machine leg focus.
Nearly theory lawyer buy. Fall mention mean amount process.",76501,38250,114751,2023-12-22,2025-11-28,92.58373873062543,Failed,EXPENSE_CONTROL,False,1
City would first.,"Assume that report consumer say attorney. Own power car card leave.
Building camera black partner rate.
Tonight question tough every Congress. Mean return show program appear career.",76990,38495,115485,2023-05-14,2025-06-09,57.463468307533226,Completed,BUDGET,True,0
Leg over score I.,"Entire sister better five. Force cold experience gun cause dream these there.
Break feel letter treat out. Role else beautiful economy behavior theory wife.",43597,21798,65395,2023-08-02,2025-02-12,88.56315679509203,Completed,DEBT_MANAGEMENT,True,0
Letter task.,"Century likely population red charge. Film store through deal.
Grow become approach. Today trade value economy seven last discussion. Ability energy would camera ask.",32277,16138,48415,2023-07-10,2024-01-12,1.709724794763856,InProgress,REVENUE_GROWTH,True,0
Physical sort door.,"Heart more environment. Population against above likely need Republican force.
Mrs could so religious base do. It big area son.",32181,16090,48271,2023-10-20,2024-02-10,22.017623347245664,InProgress,CASH_FLOW,False,0
Glass pay.,"Note detail majority thought at card raise. Loss present reality stuff throw. Able fact house have.
Simple responsibility claim film because subject. Matter research behavior age.",49725,24862,74587,2024-09-09,2024-11-11,13.545727880163616,Failed,COST_REDUCTION,False,0
True consider contain.,Pull face small occur stay city. Piece hospital threat tell agree course series. Serious take energy century term leg.,84136,42068,126204,2023-12-29,2025-02-24,45.470132380309416,InProgress,PROFIT_MARGIN,False,0
Father character exactly.,"Go exactly carry various. Run the several scientist.
Care far that television common effect authority yet. Read represent involve later.",55993,27996,83989,2024-08-21,2026-02-15,97.61855517162803,Failed,EXPENSE_CONTROL,True,1
Month open join expert.,"Care very benefit fly. Style produce dinner feeling modern mission north.
Father site remember Mr. Threat per century seat. Finally religious modern image.",1186,593,1779,2023-09-12,2023-10-06,63.07695831679592,InProgress,DEBT_MANAGEMENT,True,1
Popular town.,Weight in wish charge third third. Technology drug foot color successful very without.,29112,14556,43668,2024-04-04,2025-12-11,45.24873550805587,Completed,CASH_FLOW,True,0
Huge box.,"Number concern couple unit very brother. Responsibility look write their stuff customer total region.
Prove especially kid pretty right herself. Huge machine chair their modern.",62077,31038,93115,2023-12-18,2025-04-10,50.26458252511831,Completed,DEBT_MANAGEMENT,True,1
View occur.,"Today number have soon energy at main. Nothing him true century five we size just. Simply order ever vote.
Course try fish evidence center. Lay others very hot could development network.",67223,33611,100834,2024-06-15,2025-05-17,95.61269253990261,Failed,TAX_OPTIMIZATION,False,1
Whom my half less.,Low when heavy significant sing. Reflect moment education church suggest phone tough. Leave edge work join my little even full.,92392,46196,138588,2023-11-22,2024-05-10,81.28312363445347,InProgress,INVESTMENT,True,1
News give her.,Drug view boy hard I. Conference newspaper night building allow. Only now administration the consumer should.,79711,39855,119566,2025-01-25,2025-02-28,51.52612613936811,InProgress,BUDGET,False,1
Civil heavy discussion.,"This similar best trial. Board husband government far.
Often performance spend human five. Entire together education baby.",81888,40944,122832,2025-02-14,2026-01-26,44.762527234434636,Failed,BUDGET,False,0
Shoulder side scene anyone.,"Grow political professional. Work report whole upon.
What dream rest develop character article until. Stage student create consumer stage.",68981,34490,103471,2024-05-31,2024-10-14,85.1936058512967,Failed,EXPENSE_CONTROL,False,0
Young for.,"View entire away rest green big. Forget form happen drop better lawyer thank bad.
Main seven night source seem become cultural consider. Store direction deal town.",12377,6188,18565,2024-11-14,2025-03-02,48.64137723192091,Failed,TAX_OPTIMIZATION,True,0
Oil your once.,"Name whole beat. Either member act wide anyone.
Outside cost western yard thank read lay. Form office treatment thing suffer. Person operation future hard baby glass.",57047,28523,85570,2024-06-23,2025-08-26,88.85462326822633,Completed,DEBT_MANAGEMENT,True,0
Former political set.,"Agency society we fire own return. Sing summer three responsibility into. Wrong example might phone single institution.
Attorney start across suddenly per. Actually listen nice high.",7315,3657,10972,2024-08-15,2025-02-04,95.94046765128668,Failed,CASH_FLOW,True,0
Require.,"Edge plan trial around piece. Which movie them know follow man health.
Safe better order paper. Anyone indeed buy leader. Make woman rise environmental group.",73175,36587,109762,2023-05-07,2025-06-12,58.4527706349249,InProgress,DEBT_MANAGEMENT,False,1
Her hotel.,"Fire himself worker include report movement summer head. Describe wind approach structure. Type still explain relate. Stock person ability point buy left agreement main.
Simply spend finish summer.",28512,14256,42768,2023-06-24,2025-06-02,26.327649634784166,Completed,REVENUE_GROWTH,True,0
Environmental figure.,"Movie moment physical claim.
On among program however contain. Region activity open garden sometimes. Phone player check shoulder design respond manager.",22163,11081,33244,2024-01-24,2024-10-26,81.04898764442778,Completed,REVENUE_GROWTH,True,0
Wind movie season leg.,Try meet soon important everyone teacher. Some soldier stand positive cell. Answer international often hold guess east. Draw down myself where note positive something.,58072,29036,87108,2024-09-30,2025-01-03,77.17837788411356,Completed,PROFIT_MARGIN,False,1
Summer bring.,"Analysis black early bad thousand knowledge exactly material.
Mind this dinner modern season some. Yet institution seem himself military how spend.",88251,44125,132376,2025-02-23,2026-04-02,77.39576485414288,Completed,COST_REDUCTION,False,0
Fund car.,"Expert well person our knowledge.
Somebody on decision body.
Goal share week get agree key. College share event ever keep myself public name. Dog fine author goal finish letter population.",53053,26526,79579,2024-07-31,2025-10-21,36.0805377552985,InProgress,PROFIT_MARGIN,False,0
Partner stage worry can.,Customer along step economic skin. Stop really finish high produce between course. Bag when establish involve bill.,25311,12655,37966,2024-12-30,2025-03-14,2.6208577286411017,Completed,REVENUE_GROWTH,False,0
Able down necessary.,"Include see claim full politics ready so. Laugh worker hear room page not mother. Away set with matter.
Movement require ago likely media. Yet almost month work.",33909,16954,50863,2024-05-03,2025-07-24,22.655694555067818,Failed,PROFIT_MARGIN,False,0
Address.,"Economic girl far town house particular say.
Relate beat study born. Staff north fill edge usually two. Know old outside major again particularly.",11244,5622,16866,2023-10-13,2025-11-14,38.620051222369256,InProgress,TAX_OPTIMIZATION,False,0
Everyone look.,"By rise another show. Management pattern ever. Large cold garden exist get think last.
Enjoy term if color. Money tough carry fast.",7257,3628,10885,2023-10-22,2023-12-28,89.40422100592225,Failed,PROFIT_MARGIN,False,0
Its forward.,"Paper respond himself deep build oil similar. Over occur effect. Ten himself collection military lead.
Century network physical how. Exactly surface laugh one tree adult spend.",4047,2023,6070,2023-11-25,2025-03-14,83.47283195749576,Completed,COST_REDUCTION,True,0
Think suddenly.,"Teach that why certainly. Capital indeed manage. Computer laugh significant receive clearly.
Evidence age on fund me lead. Republican cut determine your someone green.",41525,20762,62287,2024-11-01,2026-04-05,40.327364678128106,InProgress,DEBT_MANAGEMENT,True,0
Business knowledge decide.,Record already ever. People music fear yet consumer in condition. Too step grow there. Really themselves subject agency she.,71845,35922,107767,2023-09-04,2024-01-06,23.195420049087744,Completed,COST_REDUCTION,True,0
Too too election.,"Design character turn. Room structure sister step few. Financial stage approach begin project pass.
Argue half air drug. Audience country thousand matter camera. Along painting side speak scientist.",40295,20147,60442,2024-01-11,2025-12-20,18.290399130621548,Failed,PROFIT_MARGIN,True,0
Few.,Relationship after job child note certain. Any whom show wait main exactly.,9924,4962,14886,2023-06-12,2023-12-25,75.34763469577169,InProgress,DEBT_MANAGEMENT,False,0
Seven together mind.,"Red charge line develop.
Part everybody best want rock study low. Sport democratic floor human turn station.",56999,28499,85498,2023-11-11,2025-08-25,69.0965568497305,Completed,PROFIT_MARGIN,False,0
Receive first nothing contain.,Oil good maybe artist relate sell. By discuss success camera fight within. Manager understand policy story author.,3176,1588,4764,2023-08-14,2024-03-11,49.789025812418366,InProgress,DEBT_MANAGEMENT,True,0
Return situation.,Start everybody sure official. Huge civil cover product already. Sign true without do three. Expect religious population old notice.,46396,23198,69594,2024-05-01,2025-04-30,39.02037733723095,Completed,TAX_OPTIMIZATION,True,0
Music husband them.,"Sister month research strategy.
Huge create tonight. Control any low world how.
Old natural member care per administration rate finish. Long though manage put girl leave.",12343,6171,18514,2023-12-03,2024-07-20,6.77086146713023,Failed,INVESTMENT,False,0
List sort.,Situation shake identify paper health according whose. Person myself nice chair news by general drop. Finish reason financial cause room debate.,6208,3104,9312,2024-05-25,2024-08-30,60.34735797556209,InProgress,CASH_FLOW,False,0
All song deep.,"Couple security space forget. Firm onto new blue success.
Heart send provide be statement understand. Standard want school organization. Get any Republican various half guy miss.",55087,27543,82630,2023-08-20,2024-10-05,26.38569231682154,Failed,TAX_OPTIMIZATION,True,0
